block,bed,row,col,Unique.ID,Pop.Type,pop.id,mf,dame_mf,sire_mf,rep,FruitsY1,Establishment,Y1Surv,WintSurv,LifeHistory,SurvtoBud,FruitsY2,TotalFruit,ProbFruit,TotalFitness
N,G,40,B,2270,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,32,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,41,A,2229,F2,(WL2 x CC) x (WL2 x BH),1_1,1,1,3,NA,1,1,1,Biennial,1,2,2,1,2
L,G,4,C,2632,Parent,TM2,6,6,NA,47,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
L,G,5,C,2083,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,6,NA,1,1,1,TBD,1,3,3,1,3
L,G,6,C,2537,F2,(WL2 x BH) x (WL2 x CC),2_3,2,3,22,NA,1,1,1,Biennial,1,39,39,1,39
L,G,6,D,2560,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,G,7,C,2306,F2,(WL2) x (DPR x WL2),3,NA,3,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
L,G,7,D,2024,F1,WL2 x LV1,2-A_14-A,2-A,14-A,6,NA,1,1,1,Non-Rep,0,NA,0,0,0
L,G,8,C,2598,F2,(TM2 x WL2) x (TM2),3_1-3,3,3-Jan,1,NA,1,1,1,Biennial,1,23,23,1,23
L,G,9,C,2008,F1,WL1 x WL2,2-3_2-2,3-Feb,2-Feb,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,G,10,C,2197,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,G,11,C,2495,F2,(LV1 x WL2) x (YO11 x WL2),8_25,8,25,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
L,G,11,D,2089,F2,(LV1 x WL2) x (WL2),6_16-A,6,16-A,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,13,C,2645,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,47,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,13,D,1729,Parent,TM2,4,4,NA,25,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,14,C,2142,F2,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,14,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,14,D,2352,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,10,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
M,G,15,D,2639,Parent,TM2,11,11,NA,72,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
M,G,16,C,1979,F1,LV1 x WL2,14_8,14,8,2,NA,1,1,1,Non-Rep,0,NA,0,0,0
M,G,16,D,1863,Parent,WL2,4,4,NA,40,NA,1,1,1,Non-Rep,0,NA,0,0,0
M,G,17,C,2517,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,6,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
M,G,18,C,2300,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,5,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,18,D,2553,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,7,NA,1,1,1,Non-Rep,0,NA,0,0,0
M,G,19,C,2464,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
M,G,19,D,2556,F2,(WV x TM2) x (WL2 x TM2),3_1,3,1,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
M,G,20,C,2614,Parent,BH,3,3,NA,3,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
M,G,20,D,2295,F2,(WL2 x TM2) x (WV x WL2),3_4,3,4,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,21,C,2233,F2,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,21,D,2336,F2,(WV x TM2) x (TM2 x WL2),2_1,2,1,5,NA,1,1,1,Non-Rep,0,NA,0,0,0
M,G,22,C,2439,F2,(CC x WL2) x (WL2),4_13-B,4,13-B,14,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,24,C,2093,F2,(SQ3 x WL2) x (WL2),3_13-B,3,13-B,2,NA,1,1,1,Non-Rep,0,NA,0,0,0
M,G,24,D,2327,F2,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,12,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,25,C,1891,Parent,WL2,7,7,NA,68,NA,1,1,0,Non-Rep,NA,NA,0,0,0
M,G,25,D,1991,F1,SQ3 x WL2,6-C_8-A,6-C,8-A,3,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
M,G,26,C,2650,F1,WL2 x LV1,8-1_14-1,1-Aug,14-1,10,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
M,G,26,D,2313,F2,(WL2) x (WL2 x BH),3-14_1,14-Mar,1,5,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,27,C,1890,Parent,WL2,7,7,NA,67,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
N,G,27,D,2562,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,5,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
N,G,28,C,2590,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,4,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
N,G,28,D,2310,F2,(WL2) x (WL2 x BH),3-14_1,14-Mar,1,2,NA,1,1,1,Non-Rep,0,NA,0,0,0
N,G,29,C,2074,F2,(CC x WL2) x (WL2),4_13-B,4,13-B,14,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,30,C,2635,Parent,TM2,9,9,NA,64,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,30,D,2575,F2,(WV x WL2) x (WV),20_7-3,20,3-Jul,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
N,G,31,C,2019,F1,WL2 x LV1,8-1_14-1,1-Aug,14-1,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
N,G,31,D,1765,Parent,TM2,8,8,NA,61,NA,1,1,1,Biennial,1,22,22,1,22
N,G,32,C,1815,Parent,WL1,18,18,NA,13,NA,1,1,1,Non-Rep,0,NA,0,0,0
N,G,32,D,1872,Parent,WL2,5,5,NA,49,NA,1,1,1,Non-Rep,0,NA,0,0,0
N,G,33,C,2421,F1,WL1 x WL2,2-3_2-2,3-Feb,2-Feb,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,33,D,2604,F2,(WV x TM2) x (TM2 x WL2),2_1,2,1,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
N,G,34,D,2275,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,37,2,1,1,0,Annual,NA,NA,2,1,2
N,G,35,D,2301,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,37,C,2049,F1,WL2 x YO11,2-A_11-2,2-A,2-Nov,3,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
N,G,38,C,1930,Parent,WV,12,12,NA,9,NA,1,1,1,Non-Rep,0,NA,0,0,0
N,G,39,C,2321,F2,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,6,NA,1,1,1,Biennial,1,33,33,1,33
N,G,39,D,2337,F2,(WV x TM2) x (TM2 x WL2),2_1,2,1,6,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
N,G,40,C,2293,F2,(WL2 x TM2) x (WL2 x BH),1_2,1,2,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,40,D,1624,Parent,CC,1,1,NA,4,NA,1,1,1,Biennial,1,22,22,1,22
N,G,41,C,2378,F2,(WV) x (WV x WL2),3_22,3,22,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,41,D,2512,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
N,G,42,C,2358,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
